release_date,name,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit
26/03/2021,VIEWS,165862,0.778,0.63,9,-7.135,0.182,0.216,0,0.0968,0.705,97.035,1
18/01/2021,ורוד זוהר,169677,0.594,0.622,1,-4.881,0.0908,0.169,0,0.219,0.546,93.433,0
17/02/2021,אני שלך,193548,0.615,0.599,1,-6.345,0.0282,0.256,0,0.0988,0.397,124.009,0
09/02/2021,כפיים,145833,0.538,0.476,7,-7.005,0.0533,0.648,1.54E-05,0.104,0.462,179.979,0
10/01/2021,העולם נעצר,233625,0.463,0.367,6,-9.087,0.0432,0.653,0,0.0812,0.361,159.438,0
26/03/2021,Cipi,187510,0.838,0.556,0,-8.445,0.0645,0.428,4.17E-06,0.506,0.748,86.981,0
09/03/2021,Forever,220972,0.471,0.436,11,-7.493,0.0546,0.688,0,0.0813,0.421,143.213,0
26/03/2021,YOU SO DONE,160923,0.882,0.289,11,-10.338,0.0826,0.147,2.31E-05,0.108,0.427,77.015,0
24/01/2021,שיר החברים,100625,0.856,0.489,7,-11.596,0.113,0.0511,0,0.208,0.891,96.015,0
16/02/2021,מיליונרים,167195,0.624,0.416,7,-7.319,0.0423,0.776,7.27E-06,0.124,0.706,82.094,0
21/03/2021,סוכריות קופצות,186818,0.822,0.557,9,-6.617,0.117,0.172,0,0.0531,0.703,131.983,0
22/03/2021,ככה בלי שלום,223071,0.63,0.496,8,-9.303,0.0339,0.319,0,0.0821,0.419,139.878,0
26/03/2021,Bark Loud,192587,0.855,0.533,1,-8.878,0.127,0.0668,1.48E-05,0.353,0.506,137.063,0
16/03/2021,ילד שלי,192000,0.582,0.365,2,-8.033,0.0417,0.639,0,0.103,0.304,143.472,0
18/01/2021,הרגע הריק,222700,0.388,0.233,1,-11.769,0.0357,0.814,0,0.087,0.238,164.247,0
12/01/2021,אהבה או מלחמה,258462,0.508,0.433,11,-7.429,0.0373,0.563,0,0.0915,0.407,156.149,0
14/02/2021,עזבי,135497,0.588,0.391,7,-8.09,0.0866,0.872,0,0.13,0.375,88.74,0
26/03/2021,KIDS,250565,0.628,0.519,4,-11.937,0.193,0.201,0,0.172,0.245,90.038,0
10/01/2021,מציל אותך,198800,0.429,0.735,3,-5.136,0.0594,0.229,0,0.133,0.314,199.629,0
26/03/2021,Story,191020,0.837,0.563,4,-8.101,0.177,0.303,0,0.758,0.608,118.002,0
10/03/2021,זה בא אליי,152571,0.8,0.44,2,-7.26,0.0428,0.0522,0,0.0546,0.5,140.107,0
07/03/2021,כל החברים שלך,165817,0.725,0.704,5,-6.522,0.111,0.227,0.000244,0.19,0.575,140.014,0
23/02/2021,חיבוק,159143,0.747,0.708,2,-7.008,0.0722,0.0907,0,0.0842,0.915,139.944,0
21/03/2021,מכל הכוכבים בלילה,192036,0.563,0.272,6,-7.821,0.0559,0.946,0,0.108,0.406,130.633,0
24/03/2021,את אומרת,129600,0.848,0.618,1,-6.854,0.121,0.14,0,0.0852,0.202,99.966,0
11/02/2021,יכול להיות הכל,130487,0.814,0.623,4,-10.442,0.139,0.0351,8.72E-06,0.1,0.586,113.061,0
27/03/2021,Set Me Free,179439,0.752,0.664,1,-7.392,0.0775,0.28,0,0.102,0.468,107.02,0
09/04/2021,Just the Way You Are,220733,0.635,0.843,5,-5.413,0.0432,0.0151,0,0.0876,0.434,109.014,0
26/03/2021,NO news on TV,185884,0.766,0.605,11,-7.932,0.21,0.174,3.88E-05,0.0555,0.957,77.447,0
01/02/2021,כמה לילות,186269,0.676,0.512,11,-8.693,0.0463,0.624,0,0.119,0.63,134.077,0
31/03/2021,Dior,216387,0.548,0.805,7,-5.732,0.351,0.212,0.000405,0.408,0.649,142.096,1
26/03/2021,Knockout,165483,0.824,0.632,2,-8.875,0.264,0.13,0.0342,0.1,0.621,171.983,0
01/03/2021,אין אף אחד (Prod. By Triangle),144109,0.753,0.587,4,-7.696,0.168,0.0981,0,0.362,0.457,99.996,0
09/02/2021,מקום,200438,0.608,0.579,8,-6.856,0.0508,0.7,0,0.191,0.513,160.053,0
07/03/2021,רוק 2000,230029,0.628,0.605,8,-9.014,0.0344,0.421,4.34E-06,0.103,0.439,119.904,0
26/01/2021,כולם אומרים,175935,0.612,0.482,6,-10.056,0.0379,0.698,0,0.0897,0.462,95.961,0
19/01/2021,את ואני נוסעים לאט,252770,0.537,0.371,2,-12.68,0.0289,0.634,0.206,0.0928,0.299,143.839,0
02/04/2021,Secreto,258800,0.807,0.803,11,-4.156,0.126,0.6,0.0085,0.136,0.706,91.982,0
26/03/2021,Candyman,139159,0.645,0.885,8,-6.853,0.0726,0.187,0.00141,0.622,0.462,97.051,0
25/02/2021,Seven Breeze (Feat. Ldy),220693,0.63,0.779,2,-4.271,0.0526,0.5,0,0.102,0.335,114.024,0
25/02/2021,I Just Want To Talk To You (Feat. Lee Jang Woo),285592,0.538,0.543,2,-5.51,0.0325,0.598,0,0.121,0.185,152.054,0
03/04/2021,Feel the Rhythm of and Yet More Brownian Noises for the New Year,146000,0.064,0.887,10,-23.277,0.188,0.932,0.977,0.704,0.0305,75.235,0
09/04/2021,Love Yourself,232627,0.759,0.401,4,-8.999,0.259,0.86,0,0.299,0.576,100.126,0
02/04/2021,Never Let You Go,264400,0.66,0.802,0,-4.856,0.0373,0.00207,0,0.4,0.617,103.16,0
02/04/2021,Hold On,170813,0.658,0.634,1,-5.797,0.0413,0.0106,0,0.132,0.29,139.98,0
02/04/2021,Hold On,170813,0.658,0.634,1,-5.797,0.0413,0.0106,0,0.132,0.29,139.98,0
05/04/2021,Hold On,170813,0.658,0.634,1,-5.797,0.0413,0.0106,0,0.132,0.29,139.98,0
30/03/2021,UN DIA (ONE DAY),232253,0.579,0.687,6,-8.23,0.0618,0.00491,0,0.181,0.392,168.157,0
02/04/2021,ROCKSTAR,181733,0.746,0.69,11,-7.956,0.164,0.247,0,0.101,0.497,89.979,1
31/03/2021,The Bigger Picture,252729,0.59,0.618,1,-5.756,0.334,0.0127,0,0.244,0.153,96.459,1
09/04/2021,Hope,110886,0.598,0.457,9,-6.081,0.0602,0.661,0.000331,0.146,0.225,146.052,1
05/02/2021,Vamos Bien,200440,0.682,0.399,3,-5.128,0.0458,0.493,0,0.0939,0.67,77.918,0
02/04/2021,PROBLEMA,184507,0.773,0.8,10,-3.17,0.0987,0.0613,0.00403,0.0327,0.842,89.988,1
09/04/2021,Limbo,224800,0.805,0.878,7,-3.826,0.0864,0.0754,0.00329,0.0656,0.922,124.994,0
09/04/2021,Gasolina,172867,0.863,0.781,0,-6.274,0.0626,0.281,0,0.0806,0.814,96.002,0
02/04/2021,Si Supieras,241880,0.691,0.894,9,-1.681,0.115,0.291,0,0.104,0.623,184.018,0
02/04/2021,Si Supieras,241880,0.691,0.894,9,-1.681,0.115,0.291,0,0.104,0.623,184.018,0
02/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
02/04/2021,Gangsta Zone,213000,0.655,0.879,0,-4.743,0.235,0.0321,6.97E-06,0.0679,0.657,184.027,1
02/04/2021,Dura,200480,0.783,0.84,1,-3.416,0.051,0.174,0,0.412,0.838,95.002,0
02/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
02/04/2021,Perros Salvajes,190440,0.803,0.798,6,-4.855,0.173,0.0764,0,0.0775,0.761,88.018,0
09/04/2021,Gangsta Zone,213000,0.655,0.879,0,-4.743,0.235,0.0321,6.97E-06,0.0679,0.657,184.027,1
02/04/2021,Que Tire Pa Lante,210520,0.659,0.901,7,-2.814,0.0358,0.0478,0,0.148,0.704,93.979,0
02/04/2021,Que Tire Pa Lante,210520,0.659,0.901,7,-2.814,0.0358,0.0478,0,0.148,0.704,93.979,0
02/04/2021,Que Tire Pa Lante,210520,0.659,0.901,7,-2.814,0.0358,0.0478,0,0.148,0.704,93.979,0
02/04/2021,Que Tire Pa Lante,210520,0.659,0.901,7,-2.814,0.0358,0.0478,0,0.148,0.704,93.979,0
02/04/2021,Dura,200480,0.783,0.84,1,-3.416,0.051,0.174,0,0.412,0.838,95.002,0
02/04/2021,Dura,200480,0.783,0.84,1,-3.416,0.051,0.174,0,0.412,0.838,95.002,0
02/04/2021,Machucando,178800,0.846,0.842,8,-4.066,0.0783,0.23,6.88E-06,0.174,0.762,93.962,0
09/04/2021,Dura - Remix,242160,0.772,0.803,1,-3.035,0.0468,0.187,0,0.434,0.853,94.98,0
09/04/2021,Dura - Remix,242160,0.772,0.803,1,-3.035,0.0468,0.187,0,0.434,0.853,94.98,0
02/04/2021,La Calle Moderna,212440,0.821,0.616,5,-5.392,0.263,0.0326,0,0.119,0.425,91.074,0
09/04/2021,Perros Salvajes,190440,0.803,0.798,6,-4.855,0.173,0.0764,0,0.0775,0.761,88.018,0
09/04/2021,La Rompe Corazones,204520,0.686,0.859,5,-2.595,0.0553,0.118,0,0.317,0.891,176.018,0
02/04/2021,Gangsta Zone,213000,0.655,0.879,0,-4.743,0.235,0.0321,6.97E-06,0.0679,0.657,184.027,1
02/04/2021,Que Tire Pa Lante,210520,0.659,0.901,7,-2.814,0.0358,0.0478,0,0.148,0.704,93.979,0
02/04/2021,Definitivamente,217773,0.812,0.764,8,-3.39,0.101,0.59,0,0.253,0.431,100.082,0
02/04/2021,"Lo Que Paso, Paso - Live",217547,0.74,0.91,8,-4,0.039,0.0375,0,0.323,0.684,96.991,0
02/04/2021,Nada Ha Cambiao’,190000,0.735,0.906,10,-3.658,0.11,0.0342,0,0.292,0.71,92.023,0
02/04/2021,Perros Salvajes,190440,0.803,0.798,6,-4.855,0.173,0.0764,0,0.0775,0.761,88.018,0
09/04/2021,Gasolina,192574,0.85,0.854,0,-5.157,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
09/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
02/04/2021,Machucando,178800,0.846,0.842,8,-4.066,0.0783,0.23,6.88E-06,0.174,0.762,93.962,0
09/04/2021,Perros Salvajes,190440,0.803,0.798,6,-4.855,0.173,0.0764,0,0.0775,0.761,88.018,0
12/02/2021,Tonnes,384891,0.235,0.297,11,-18.786,0.0334,0.972,0.987,0.102,0.0382,95.233,0
03/03/2021,The Days of Auber,266189,0.741,0.643,11,-6.624,0.107,0.234,5.71E-05,0.0829,0.952,219.991,0
03/03/2021,Love & Time,259377,0.513,0.693,7,-6.497,0.0446,0.525,0.0118,0.301,0.427,105.044,0
03/03/2021,Fall from Grace as Love Surrenders,269598,0.496,0.703,0,-6.028,0.0371,0.453,0.143,0.0975,0.41,110.002,0
03/03/2021,Lonely Giant,206000,0.83,0.54,6,-11.426,0.0352,0.161,0.304,0.116,0.978,120.064,0
03/03/2021,Ghost Story,199213,0.466,0.306,11,-11.924,0.0351,0.353,0.00114,0.189,0.218,110.17,0
03/03/2021,"When You Go, If You Go",180000,0.645,0.433,0,-7.43,0.0295,0.487,0.00159,0.0714,0.246,89.977,0
03/03/2021,All Your Dead Mantras,245498,0.746,0.937,6,-1.893,0.0313,0.201,0.637,0.119,0.75,111.036,0
03/03/2021,Virgins,298728,0.657,0.921,6,-3.558,0.0517,0.0668,0.225,0.177,0.782,129.946,0
03/03/2021,Elephant,308000,0.847,0.57,6,-8.694,0.0818,0.705,0.00421,0.103,0.663,109.983,0
03/03/2021,Revel in Its Light,268930,0.66,0.638,9,-10.349,0.0954,0.134,0.136,0.0685,0.552,141.515,0
03/03/2021,Biography,155532,0.695,0.356,7,-12.993,0.0318,0.444,0.534,0.0653,0.293,112.889,0
03/03/2021,Reel Life,147220,0.613,0.361,5,-12.014,0.0566,0.639,0.779,0.292,0.382,89.983,0
03/03/2021,Blue Thing,201000,0.708,0.234,4,-15.082,0.0596,0.753,0.0508,0.104,0.768,135.041,0
03/03/2021,Our Man of the Sphere,363467,0.59,0.383,4,-9.683,0.0376,0.767,0.243,0.102,0.189,145.095,0
03/03/2021,Violence,321500,0.54,0.17,7,-16.951,0.04,0.743,0.000138,0.118,0.279,112.47,0
03/03/2021,Waiting for Morning on an Abandoned Ship,248323,0.558,0.204,7,-15.92,0.0339,0.617,0.169,0.125,0.177,81.337,0
01/01/2021,O Come O Come Emmanuel,199120,0.942,0.205,6,-15.029,0.144,0.618,0.939,0.0797,0.793,121.028,0
22/01/2021,In Search of Sunrise (Year in Review 2020),194959,0.42,0.598,1,-10.407,0.0416,0.0789,0.0707,0.133,0.0998,127.941,0
21/01/2021,Discoteque,180522,0.826,0.799,5,-6.12,0.0594,0.0477,0.00206,0.125,0.628,115.004,0
01/04/2021,Stabiliau,158171,0.829,0.453,10,-16.284,0.507,0.168,6.89E-05,0.101,0.356,169.947,1
23/03/2021,Patogu ir Smagu,156020,0.581,0.725,6,-7.392,0.278,0.288,0,0.215,0.705,79.619,0
01/04/2021,Protestas,123455,0.849,0.27,11,-18.58,0.367,0.0181,0.000558,0.163,0.302,140.01,1
01/04/2021,Savaip,147504,0.539,0.505,1,-10.801,0.423,0.116,0,0.141,0.525,80.291,1
17/03/2021,Vaikai Po Lelijom,114505,0.669,0.827,4,-6.722,0.36,0.0329,0,0.41,0.52,125.086,0
20/01/2021,Where'd You Wanna Go?,184763,0.549,0.528,7,-7.441,0.033,0.119,0,0.0932,0.143,100.001,0
19/02/2021,NUSIJUOKSIU,212893,0.351,0.178,0,-11.057,0.0381,0.857,2.83E-06,0.11,0.25,183.212,0
01/04/2021,Skrendu,187579,0.602,0.686,9,-6.347,0.0469,0.00358,1.35E-05,0.255,0.412,94.981,0
12/02/2021,Tu Palauk,192231,0.706,0.388,4,-9.73,0.0274,0.641,0.000735,0.141,0.686,130.032,0
23/03/2021,LEAK FREESTYLE,107144,0.871,0.467,9,-9.635,0.365,0.0485,0.000329,0.0449,0.719,131.104,1
15/01/2021,Rami,195321,0.618,0.196,8,-10.597,0.0291,0.903,2.48E-06,0.105,0.404,96.084,0
26/03/2021,Lukaku Freestyle,131134,0.506,0.395,5,-12.329,0.422,0.43,0,0.109,0.465,66.678,0
12/04/2021,Hate The Other Side,160212,0.701,0.65,6,-6.313,0.104,0.291,0,0.112,0.647,90.003,1
30/03/2021,Tu Nežinai,151011,0.709,0.652,2,-9.124,0.0411,0.0247,0.0124,0.106,0.408,177.944,0
02/04/2021,Eterio Testas,206018,0.888,0.284,1,-12.856,0.326,0.167,0,0.127,0.12,113.048,0
02/04/2021,Met Him Last Night (feat. Ariana Grande),204632,0.538,0.512,4,-4.548,0.0262,0.22,0,0.101,0.12,144.978,1
26/02/2021,Tu Palauk,195051,0.706,0.385,4,-9.725,0.0274,0.645,0.000714,0.134,0.68,130.027,0
29/01/2021,Laikinai,210783,0.739,0.421,6,-10.549,0.043,0.471,8.48E-05,0.0965,0.211,115.013,0
26/03/2021,LABANAKT VOL2,238732,0.758,0.643,9,-7.669,0.0337,0.0174,0.000108,0.311,0.871,117.99,0
02/04/2021,Tu Nežinai,151011,0.664,0.652,2,-9.125,0.039,0.026,0.0124,0.106,0.388,88.966,0
26/02/2021,Rami,198251,0.614,0.196,8,-10.597,0.0293,0.904,2.55E-06,0.11,0.404,96.035,0
04/03/2021,Sako Meile Gydo (Remix),130571,0.771,0.644,0,-7.77,0.318,0.0932,0,0.54,0.314,114.89,0
26/02/2021,Savęs,186154,0.537,0.509,1,-7.889,0.0273,0.233,1.19E-05,0.104,0.486,175.98,0
08/03/2021,Nieks nepasikeis,175208,0.93,0.549,11,-8.955,0.0828,0.0819,0,0.091,0.845,107.036,0
26/02/2021,Tavęs,182205,0.649,0.463,6,-8.281,0.0326,0.0615,1.48E-06,0.276,0.463,152.032,0
02/04/2021,Lukaku Freestyle,131134,0.77,0.395,0,-12.33,0.307,0.428,0,0.109,0.48,96.931,0
08/03/2021,Pilnatis,220666,0.497,0.451,9,-12.253,0.0305,0.000416,0.0565,0.0996,0.114,118.072,0
23/03/2021,Keep Moving,240880,0.724,0.603,10,-6.261,0.0317,0.183,0.000469,0.0948,0.569,111.493,0
08/03/2021,Truputį,154830,0.78,0.363,5,-10.734,0.038,0.242,4.81E-05,0.094,0.449,90.013,0
02/04/2021,LEAK FREESTYLE,107144,0.874,0.467,9,-9.638,0.369,0.0506,0.000221,0.0449,0.726,131.069,1
01/03/2021,Tomorrow Never Comes,169089,0.704,0.736,4,-6.715,0.0325,0.521,0.000693,0.358,0.333,97.012,0
19/03/2021,BESTSELLER,223220,0.677,0.885,9,-6.313,0.0781,0.0483,0,0.302,0.207,118.071,0
02/04/2021,BOP,159715,0.77,0.786,11,-3.909,0.368,0.189,0,0.129,0.837,126.764,1
12/04/2021,FIND MY WAY,139890,0.836,0.624,4,-6.75,0.184,0.187,0,0.138,0.7,103,1
12/04/2021,ROCKSTAR,181733,0.746,0.69,11,-7.956,0.164,0.247,0,0.101,0.497,89.979,1
22/01/2021,Noriu Rėkt,144000,0.796,0.64,9,-6.415,0.0479,0.441,0.0532,0.14,0.309,109.939,0
01/01/2021,Венера-Юпитер,127286,0.735,0.46,7,-6.344,0.199,0.148,0,0.645,0.558,139.99,0
12/02/2021,Kaip minimum,190351,0.695,0.624,10,-8.361,0.043,0.0269,0,0.266,0.217,95.026,0
16/04/2021,The Business,164000,0.798,0.62,8,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,0
16/04/2021,The Business,164000,0.798,0.62,8,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,0
16/04/2021,My December,260560,0.731,0.585,0,-9.275,0.0238,0.372,0.01,0.147,0.719,100.021,0
09/04/2021,A Sky Full of Stars,267867,0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,0
09/04/2021,Paradise,286347,0.637,0.737,2,-6.003,0.0405,0.0123,0.145,0.0798,0.645,130.012,0
09/04/2021,Yellow,266773,0.429,0.661,11,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,0
09/04/2021,Want to Want Me,206280,0.772,0.643,0,-6.24,0.063,0.0102,0,0.0705,0.669,114.031,0
09/04/2021,Want to Want Me,206280,0.772,0.643,0,-6.24,0.063,0.0102,0,0.0705,0.669,114.031,0
09/04/2021,The Business,164000,0.798,0.62,8,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,0
22/01/2021,Walk Away,214360,0.593,0.867,8,-6.492,0.0382,0.0164,0.177,0.355,0.91,102.295,0
22/01/2021,"Midnight Rider - Live At The Final Fillmore East Concert, 1971",191733,0.514,0.406,2,-11.353,0.0277,0.713,0.00119,0.66,0.485,95.92,0
14/01/2021,Se Picó,139431,0.62,0.59,0,-5.511,0.0532,0.229,0,0.0693,0.863,180.143,0
29/01/2021,Sigue Bailando,159980,0.686,0.645,2,-6.729,0.0523,0.435,0,0.04,0.73,137.946,0
02/04/2021,Sorry,200787,0.679,0.748,0,-3.624,0.0385,0.0878,0,0.299,0.438,100.035,0
09/04/2021,One Time,215587,0.69,0.856,1,-2.549,0.0376,0.0689,7.82E-05,0.0761,0.74,145.966,0
09/04/2021,What Do You Mean?,208543,0.832,0.631,5,-6.19,0.0736,0.585,0.000892,0.0838,0.836,125.038,0
12/04/2021,Anyone,190779,0.686,0.538,2,-8.026,0.0345,0.181,3.13E-06,0.113,0.584,115.884,0
12/04/2021,Hold On,170813,0.658,0.634,1,-5.797,0.0413,0.0106,0,0.132,0.29,139.98,0
05/03/2021,Venganza,202377,0.51,0.862,11,-6.454,0.102,0.0263,0.0227,0.235,0.387,148.013,0
17/01/2021,Titubeo,205435,0.891,0.585,1,-5.911,0.141,0.26,0,0.176,0.558,92.003,1
09/03/2021,Tinty Nasty,187059,0.793,0.487,1,-10.167,0.473,0.334,0,0.0927,0.554,169.973,1
18/03/2021,"A La Gente Le Dice Que No (feat. Franux BB, Gian, Yannick y CG) - Remix",290857,0.725,0.58,5,-6.394,0.178,0.226,0,0.146,0.444,129.73,0
18/03/2021,TURRA,206400,0.734,0.7,6,-4.677,0.255,0.427,0.000143,0.0956,0.714,173.846,1
09/04/2021,Pierde Los Modales,201200,0.675,0.768,11,-3.467,0.26,0.229,0,0.117,0.591,180.053,0
09/04/2021,Amarillo,158147,0.876,0.85,1,-5.75,0.163,0.0118,0.0067,0.111,0.962,122.666,0
14/04/2021,Negro,182507,0.791,0.907,0,-2.223,0.0884,0.0132,0.211,0.245,0.828,164.107,0
14/04/2021,Sigo Extrañándote,201280,0.896,0.859,11,-4.232,0.21,0.154,0.000109,0.212,0.938,93.016,0
14/04/2021,Pierde Los Modales,201200,0.675,0.768,11,-3.467,0.26,0.229,0,0.117,0.591,180.053,0
01/03/2021,Sabado Picado,137609,0.684,0.642,6,-5.709,0.175,0.0661,0,0.0454,0.695,91.657,0
08/01/2021,No Te Imaginas,206869,0.528,0.825,4,-6.079,0.0545,0.15,0.0009,0.187,0.752,144.971,0
02/04/2021,Drip Too Hard,145543,0.897,0.662,1,-6.903,0.292,0.0852,0,0.534,0.39,112.509,1
12/04/2021,We Paid,181929,0.926,0.542,1,-5.064,0.293,0.135,0,0.0877,0.564,135.14,1
12/04/2021,Drip Too Hard,145543,0.897,0.662,1,-6.903,0.292,0.0852,0,0.534,0.39,112.509,1
19/03/2021,Mi Media Mitad,197035,0.544,0.629,3,-4.794,0.043,0.434,0,0.145,0.82,95.011,0
02/04/2021,For The Night,190476,0.823,0.586,6,-6.606,0.2,0.114,0,0.193,0.347,125.971,1
12/04/2021,For The Night,190476,0.823,0.586,6,-6.606,0.2,0.114,0,0.193,0.347,125.971,1
12/04/2021,Mood Swings,213333,0.48,0.602,10,-6.335,0.368,0.487,0,0.0848,0.269,179.798,1
03/01/2021,Clandestina 420,118737,0.849,0.606,1,-6.868,0.293,0.194,0,0.113,0.58,94.885,1
07/01/2021,Te Quiero X Eso,210000,0.846,0.849,11,-2.53,0.0634,0.196,0,0.183,0.915,143.993,0
18/02/2021,CHANGE,199732,0.83,0.703,1,-4.915,0.141,0.349,0,0.126,0.465,139.92,1
05/02/2021,Quiere Bailoteo,128779,0.716,0.852,10,-5.831,0.0894,0.0156,0,0.115,0.909,89.623,0
22/01/2021,Nat Geo,146589,0.901,0.447,5,-8.336,0.162,0.269,2.63E-05,0.115,0.517,120.079,0
29/01/2021,Versace Givenchy Dior,147500,0.911,0.607,11,-6.307,0.369,0.0606,0,0.0827,0.881,95.993,0
26/01/2021,Hoy Se Chicha - Remix,128425,0.516,0.638,11,-7.233,0.344,0.0201,4.95E-05,0.155,0.61,50.989,0
25/03/2021,Como Si Nah (feat. KEVVO),196262,0.855,0.901,5,-3.291,0.186,0.102,9.47E-05,0.0846,0.928,93.995,1
19/02/2021,Previa y Cachengue 38 - Remix,842250,0.822,0.714,6,-6.955,0.101,0.0936,0.000228,0.0622,0.782,100.005,0
02/04/2021,Gasolina,172867,0.863,0.781,0,-6.274,0.0626,0.281,0,0.0806,0.814,96.002,0
09/04/2021,La Rompe Corazones,204520,0.686,0.859,5,-2.595,0.0553,0.118,0,0.317,0.891,176.018,0
02/04/2021,Gasolina,172867,0.863,0.781,0,-6.274,0.0626,0.281,0,0.0806,0.814,96.002,0
09/04/2021,Perros Salvajes,190440,0.803,0.798,6,-4.855,0.173,0.0764,0,0.0775,0.761,88.018,0
02/04/2021,Gasolina,172867,0.863,0.781,0,-6.274,0.0626,0.281,0,0.0806,0.814,96.002,0
02/04/2021,Gangsta Zone,213000,0.655,0.879,0,-4.743,0.235,0.0321,6.97E-06,0.0679,0.657,184.027,1
09/04/2021,Gasolina,192574,0.85,0.854,0,-5.157,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
02/04/2021,Rompe,189040,0.687,0.806,1,-6.019,0.0549,0.0358,5.83E-06,0.0569,0.534,176.064,1
02/04/2021,Machucando,178800,0.846,0.842,8,-4.066,0.0783,0.23,6.88E-06,0.174,0.762,93.962,0
01/03/2021,Stupid Love Song,219653,0.673,0.532,5,-8.516,0.0277,0.362,0,0.0961,0.682,116.674,0
20/01/2021,Trileptal,297600,0.898,0.887,10,-5.157,0.395,0.098,0.362,0.113,0.156,100.011,0
20/01/2021,Uca,192638,0.649,0.998,8,-3.102,0.116,0.0125,0.154,0.0877,0.0643,129.573,0
17/02/2021,She's an Artist,186253,0.598,0.69,9,-7.005,0.0861,0.0323,0.000639,0.0958,0.636,115.242,0
17/02/2021,Timber Ho! Live at Spaghettifest,227579,0.388,0.488,2,-11.761,0.151,0.582,0,0.798,0.746,166.215,0
17/02/2021,Once you left me,280216,0.612,0.433,0,-8.818,0.033,0.404,0.00201,0.108,0.673,110.638,0
17/02/2021,Wish I was a Bird,170928,0.654,0.388,2,-10.141,0.0303,0.178,3.77E-05,0.0772,0.901,97.908,0
17/02/2021,Rolling in my Sweet Baby's arms,154775,0.46,0.585,2,-11.106,0.305,0.521,0,0.184,0.927,141.575,0
02/04/2021,Dancing With The Devil,243992,0.413,0.64,8,-5.811,0.0427,0.273,0,0.11,0.149,75.245,0
26/02/2021,Le temps,197241,0.594,0.597,6,-6.084,0.165,0.105,0.000103,0.0748,0.639,201.906,0
02/04/2021,The Art Of Starting Over,167221,0.638,0.683,4,-3.587,0.0627,0.000545,7.39E-05,0.64,0.719,119.93,0
02/04/2021,Easy (with Noah Cyrus),208903,0.265,0.474,8,-5.22,0.0371,0.0419,0,0.287,0.353,74.928,0
02/04/2021,My Girlfriends Are My Boyfriend (feat. Saweetie),187761,0.884,0.523,11,-7.001,0.221,0.144,3.36E-06,0.0941,0.782,98.04,1
02/04/2021,The Way You Don't Look At Me,148420,0.612,0.551,1,-7.967,0.0367,0.259,0,0.0691,0.241,98.991,0
02/04/2021,Melon Cake,212318,0.558,0.555,2,-5.235,0.158,0.0023,4.89E-06,0.0395,0.888,220.065,0
02/04/2021,ICU (Madison's Lullabye),196554,0.502,0.353,5,-7.338,0.0345,0.877,0,0.0707,0.371,115.941,0
02/04/2021,Lonely People,160547,0.656,0.548,1,-5.269,0.0304,0.00605,0,0.0954,0.764,90.996,0
01/04/2021,Met Him Last Night (feat. Ariana Grande),204632,0.538,0.512,4,-4.548,0.0262,0.22,0,0.101,0.12,144.978,1
02/04/2021,The Kind Of Lover I Am,189162,0.65,0.916,6,-5.453,0.0758,0.00491,0.000839,0.0767,0.779,129.95,1
02/04/2021,Carefully,191721,0.694,0.605,11,-5.621,0.0289,0.0756,7.54E-06,0.131,0.481,121.906,0
02/04/2021,Anyone,227786,0.578,0.386,11,-6.338,0.0385,0.875,0,0.108,0.321,86.075,1
02/04/2021,15 Minutes,171873,0.444,0.786,1,-5.089,0.331,0.0287,2.30E-05,0.109,0.348,183.986,0
02/04/2021,California Sober,185698,0.34,0.783,9,-4.548,0.069,0.00859,0,0.0546,0.389,82.343,0
02/04/2021,Mad World,182486,0.326,0.319,9,-9.896,0.0367,0.539,0,0.312,0.127,174.187,0
02/04/2021,Good Place,184760,0.417,0.43,7,-5.992,0.0625,0.417,0,0.0954,0.32,82.43,0
02/04/2021,Butterfly,157252,0.653,0.423,6,-5.229,0.0362,0.463,0,0.116,0.469,139.853,0
05/04/2021,Sunset,244481,0.629,0.566,5,-6.061,0.035,0.0421,0,0.337,0.476,77.653,0
05/04/2021,Met Him Last Night (feat. Ariana Grande),204632,0.538,0.512,4,-4.548,0.0262,0.22,0,0.101,0.12,144.978,1
05/04/2021,Dancing With The Devil,243992,0.413,0.64,8,-5.811,0.0427,0.273,0,0.11,0.149,75.245,0
01/04/2021,Dancing With The Devil,243992,0.413,0.64,8,-5.811,0.0427,0.273,0,0.11,0.149,75.245,0
05/04/2021,The Art Of Starting Over,167221,0.638,0.683,4,-3.587,0.0627,0.000545,7.39E-05,0.64,0.719,119.93,0
