release_date,name,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit
02/04/2021,UN DIA (ONE DAY),232253,0.579,0.687,6,-8.23,0.0618,0.00491,0,0.181,0.392,168.157,0
09/04/2021,Mi Gente,209733,0.76,0.716,11,-6.36,0.0817,0.0223,0,0.231,0.469,105.007,0
26/03/2021,LOCATION,263013,0.771,0.765,1,-3.887,0.0508,0.0487,0,0.313,0.66,115.984,1
21/01/2021,Girl Like You (with Sech & Tyga feat. J.I the Prince of N.Y),204480,0.537,0.59,4,-3.955,0.413,0.466,4.37E-06,0.27,0.669,173.582,0
07/04/2021,ROCKSTAR,181733,0.746,0.69,11,-7.956,0.164,0.247,0,0.101,0.497,89.979,1
09/04/2021,ROCKSTAR - BLM REMIX,204547,0.747,0.689,11,-7.246,0.242,0.197,0,0.0884,0.75,89.901,1
09/04/2021,Suge,163320,0.876,0.662,2,-6.482,0.426,0.0608,0,0.127,0.844,75.445,1
02/04/2021,ROCKSTAR,181733,0.746,0.69,11,-7.956,0.164,0.247,0,0.101,0.497,89.979,1
09/04/2021,ROCKSTAR,181733,0.746,0.69,11,-7.956,0.164,0.247,0,0.101,0.497,89.979,1
09/04/2021,BOP,159715,0.77,0.786,11,-3.909,0.368,0.189,0,0.129,0.837,126.764,1
09/04/2021,ROCKSTAR,181733,0.746,0.69,11,-7.956,0.164,0.247,0,0.101,0.497,89.979,1
09/04/2021,Suge,163320,0.876,0.662,2,-6.482,0.426,0.0608,0,0.127,0.844,75.445,1
26/03/2021,No Hago Coro - Remix,346187,0.722,0.739,0,-5.842,0.258,0.249,0,0.178,0.708,88.509,1
08/01/2021,Todo o Nada,159704,0.648,0.795,4,-5.188,0.21,0.37,0,0.133,0.1,85.236,1
20/01/2021,Sin Filtro,273659,0.743,0.796,2,-6.502,0.236,0.701,0,0.187,0.72,99.62,0
18/03/2021,Cuenta,156734,0.687,0.522,10,-8.522,0.327,0.495,0.0766,0.135,0.532,185.948,1
22/01/2021,100,215293,0.769,0.455,10,-5.698,0.155,0.554,2.07E-06,0.251,0.293,95.097,0
09/04/2021,Woah,183011,0.884,0.617,11,-5.598,0.233,0.0153,0,0.19,0.402,142.952,0
09/04/2021,We Paid,181929,0.926,0.542,1,-5.064,0.293,0.135,0,0.0877,0.564,135.14,1
09/04/2021,Drip Too Hard,145543,0.897,0.662,1,-6.903,0.292,0.0852,0,0.534,0.39,112.509,1
09/04/2021,Woah,183011,0.882,0.602,11,-5.554,0.245,0.0177,0,0.178,0.43,142.959,1
02/04/2021,My Dawg,215423,0.944,0.544,10,-6.292,0.0641,0.0336,0,0.0954,0.515,133.011,1
09/04/2021,Woah,183011,0.884,0.617,11,-5.598,0.233,0.0153,0,0.19,0.402,142.952,0
02/04/2021,Southside,173437,0.813,0.646,4,-4.901,0.263,0.00271,0,0.191,0.375,77.518,1
02/04/2021,Never Needed No Help,195635,0.713,0.495,5,-6.885,0.111,0.0467,0,0.215,0.426,130.046,1
09/04/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
02/04/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
02/04/2021,Mood Swings,213333,0.48,0.602,10,-6.335,0.368,0.487,0,0.0848,0.269,179.798,1
09/04/2021,Mood Swings,213333,0.48,0.602,10,-6.335,0.368,0.487,0,0.0848,0.269,179.798,1
09/04/2021,Shake The Room,165640,0.736,0.684,2,-4.747,0.175,0.142,1.04E-06,0.178,0.435,142.034,1
09/04/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
09/04/2021,Dior,216387,0.548,0.805,7,-5.732,0.351,0.212,0.000405,0.408,0.649,142.096,1
09/04/2021,Dior,216387,0.548,0.805,7,-5.732,0.351,0.212,0.000405,0.408,0.649,142.096,1
09/04/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
13/04/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
26/03/2021,CONTIGO VOY A MUERTE,219960,0.77,0.853,11,-2.593,0.0484,0.2,3.85E-06,0.0627,0.781,82.994,0
02/04/2021,SMASH!,109556,0.819,0.513,6,-9.005,0.432,0.153,0,0.138,0.606,139.991,1
26/03/2021,Whoopty (Latin Mix) [feat. Anuel AA and Ozuna],213060,0.439,0.72,1,-6.593,0.233,0.289,0,0.108,0.606,97.531,1
15/01/2021,Bebé,185733,0.647,0.708,0,-4.653,0.182,0.371,0.000101,0.126,0.801,91.489,0
22/01/2021,La Maria,194360,0.852,0.543,6,-6.907,0.177,0.262,2.64E-05,0.431,0.919,140.052,1
26/03/2021,Poderosa,222868,0.874,0.66,6,-3.631,0.0626,0.0911,0.0143,0.123,0.593,96.993,0
09/04/2021,Viendo el Techo,188955,0.741,0.558,11,-6.029,0.229,0.306,0.000327,0.1,0.265,179.972,0
12/04/2021,Secreto,258800,0.807,0.803,11,-4.156,0.126,0.6,0.0085,0.136,0.706,91.982,0
14/04/2021,Secreto,258800,0.807,0.803,11,-4.156,0.126,0.6,0.0085,0.136,0.706,91.982,0
14/04/2021,Secreto,258800,0.807,0.803,11,-4.156,0.126,0.6,0.0085,0.136,0.706,91.982,0
13/04/2021,Secreto,258800,0.807,0.803,11,-4.156,0.126,0.6,0.0085,0.136,0.706,91.982,0
22/01/2021,RD,198387,0.792,0.429,6,-5.432,0.095,0.414,1.62E-05,0.109,0.373,140.038,1
07/01/2021,Los Bo,239120,0.788,0.711,4,-5.317,0.0674,0.43,0.000383,0.242,0.679,124.922,1
02/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
09/04/2021,Lovumba,218520,0.73,0.939,11,-4.665,0.0532,0.0347,0,0.335,0.939,121.001,0
09/04/2021,Rompe,189040,0.687,0.806,1,-6.019,0.0549,0.0358,5.83E-06,0.0569,0.534,176.064,1
02/04/2021,Dura,200480,0.783,0.84,1,-3.416,0.051,0.174,0,0.412,0.838,95.002,0
09/04/2021,Adictiva,207853,0.787,0.771,4,-3.206,0.0563,0.291,5.65E-05,0.172,0.701,99.036,0
09/04/2021,Si Supieras,241880,0.691,0.894,9,-1.681,0.115,0.291,0,0.104,0.623,184.018,0
02/04/2021,Gasolina,172867,0.863,0.781,0,-6.274,0.0626,0.281,0,0.0806,0.814,96.002,0
02/04/2021,Definitivamente,217773,0.812,0.764,8,-3.39,0.101,0.59,0,0.253,0.431,100.082,0
09/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
09/04/2021,Sígueme Y Te Sigo,209787,0.736,0.878,1,-3.604,0.0428,0.0682,6.40E-05,0.756,0.662,100.024,0
09/04/2021,Dura,200480,0.783,0.84,1,-3.416,0.051,0.174,0,0.412,0.838,95.002,0
02/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
02/04/2021,Dura,200480,0.783,0.84,1,-3.416,0.051,0.174,0,0.412,0.838,95.002,0
09/04/2021,La Nueva Y La Ex,197053,0.639,0.943,5,-3.542,0.136,0.0462,0,0.141,0.639,198.051,0
02/04/2021,Rompe,189040,0.687,0.806,1,-6.019,0.0549,0.0358,5.83E-06,0.0569,0.534,176.064,1
02/04/2021,Pasarela,193733,0.839,0.907,9,-4.259,0.0453,0.101,0,0.332,0.737,121.048,0
02/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
09/04/2021,Shaky Shaky,234320,0.899,0.626,6,-4.228,0.292,0.076,0,0.0631,0.873,88.007,0
02/04/2021,Definitivamente,217773,0.812,0.764,8,-3.39,0.101,0.59,0,0.253,0.431,100.082,0
09/04/2021,Hula Hoop,236493,0.799,0.818,6,-4.628,0.0801,0.113,0.00315,0.0942,0.951,175.998,0
02/04/2021,Lovumba,218520,0.73,0.939,11,-4.665,0.0532,0.0347,0,0.335,0.939,121.001,0
02/04/2021,Hula Hoop,236493,0.799,0.818,6,-4.628,0.0801,0.113,0.00315,0.0942,0.951,175.998,0
02/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
02/04/2021,Definitivamente,217773,0.812,0.764,8,-3.39,0.101,0.59,0,0.253,0.431,100.082,0
02/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
09/04/2021,Definitivamente,217773,0.812,0.764,8,-3.39,0.101,0.59,0,0.253,0.431,100.082,0
02/04/2021,Dura,200480,0.783,0.84,1,-3.416,0.051,0.174,0,0.412,0.838,95.002,0
02/04/2021,Si Supieras,241880,0.691,0.894,9,-1.681,0.115,0.291,0,0.104,0.623,184.018,0
02/04/2021,La Rompe Corazones,204520,0.686,0.859,5,-2.595,0.0553,0.118,0,0.317,0.891,176.018,0
02/04/2021,Vaivén,224333,0.768,0.894,10,-2.482,0.0415,0.312,0.0256,0.0856,0.737,105.962,0
02/04/2021,Gasolina,172867,0.863,0.781,0,-6.274,0.0626,0.281,0,0.0806,0.814,96.002,0
02/04/2021,Dura,200480,0.783,0.84,1,-3.416,0.051,0.174,0,0.412,0.838,95.002,0
02/04/2021,Definitivamente,217773,0.812,0.764,8,-3.39,0.101,0.59,0,0.253,0.431,100.082,0
02/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
02/04/2021,Gasolina,172867,0.863,0.781,0,-6.274,0.0626,0.281,0,0.0806,0.814,96.002,0
02/04/2021,Con Calma,193227,0.737,0.86,8,-2.652,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
09/04/2021,Limbo,224800,0.805,0.878,7,-3.826,0.0864,0.0754,0.00329,0.0656,0.922,124.994,0
09/04/2021,Dura,200480,0.783,0.84,1,-3.416,0.051,0.174,0,0.412,0.838,95.002,0
09/04/2021,Pasarela,193733,0.839,0.907,9,-4.259,0.0453,0.101,0,0.332,0.737,121.048,0
07/01/2021,If You're Over Me,189000,0.631,0.853,8,-4.514,0.0912,0.0622,0,0.0603,0.614,103.834,0
09/01/2021,Jazz Piano Soundtrack for New Years Resolutions,118422,0.691,0.0295,5,-20.07,0.272,0.986,0.861,0.111,0.0734,98.414,0
22/01/2021,Vas Dis,282733,0.375,0.564,0,-13.563,0.0521,0.000246,0.0401,0.385,0.472,105.02,0
22/01/2021,"Statesboro Blues - Live At Fillmore East, March 13, 1971",259533,0.44,0.614,2,-8.887,0.0346,0.193,0.00507,0.921,0.635,124.192,0
09/02/2021,Nature's Blessing,181426,0.591,0.265,10,-16.939,0.0783,0.872,0.451,0.0984,0.133,84.903,0
22/01/2021,Feel Alive (Year in Review 2020),150016,0.652,0.571,1,-10.681,0.0286,0.0129,0.00216,0.474,0.307,128.019,0
22/01/2021,Surrender (Year in Review 2020) - Genix Remix,147995,0.532,0.668,7,-11.685,0.0365,0.00237,0.903,0.294,0.0331,129.71,0
05/03/2021,Manlet,168000,0.802,0.817,6,-7.243,0.386,0.0103,0,0.246,0.775,119.966,0
05/03/2021,E-Girls get the Bullet,220667,0.728,0.548,7,-8.901,0.195,0.207,0,0.0631,0.499,180.053,0
22/01/2021,El Jefe (Year in Review 2020),119468,0.702,0.903,4,-8.206,0.0654,0.00291,0.758,0.104,0.074,128.57,0
19/02/2021,Piilotan mun kyyneleet,268707,0.641,0.514,7,-6.003,0.0266,0.0166,0,0.155,0.196,96.87,0
21/01/2021,Dark Side,177790,0.571,0.955,7,-3.795,0.105,0.00254,1.55E-06,0.274,0.437,98.01,0
12/03/2021,Life (Sun luo),212451,0.762,0.739,0,-8.413,0.0316,0.0225,0.194,0.0827,0.423,122.049,0
12/03/2021,Steppasin Partyy,149407,0.782,0.584,10,-7.865,0.257,0.237,0,0.113,0.598,98.077,1
14/01/2021,I Love You,180764,0.536,0.887,1,-5.402,0.031,0.000188,0.00674,0.159,0.514,165.027,0
21/01/2021,Kelle mä soitan,185673,0.595,0.582,9,-6.461,0.0468,0.177,0,0.157,0.294,129.677,0
05/03/2021,20 Ave Mariaa,223958,0.707,0.674,6,-7.21,0.041,0.023,1.07E-05,0.12,0.291,109.976,0
05/03/2021,Aavikko,228627,0.579,0.774,1,-7.034,0.0791,0.00487,0.00866,0.0963,0.258,127.093,0
12/02/2021,Me ei mennä rikki,209453,0.822,0.516,10,-7.582,0.0718,0.136,0,0.174,0.457,99.013,0
19/03/2021,Kaipaan sua (feat. Boyat & Samuli Heimo),205289,0.801,0.782,1,-6.414,0.0802,0.309,3.25E-06,0.372,0.619,125.978,0
05/03/2021,Kyläbaari,226997,0.561,0.934,10,-4.51,0.0398,0.00581,0,0.337,0.843,153.023,0
12/03/2021,Aikuisii,210834,0.664,0.811,4,-4.932,0.0414,0.164,3.40E-05,0.175,0.595,96.009,0
19/03/2021,Intiaanikesä,181733,0.606,0.61,5,-8.049,0.0341,0.284,3.51E-05,0.122,0.554,131.808,0
26/02/2021,Todennäköisyys,190608,0.738,0.629,5,-8.093,0.0524,0.16,0.000229,0.0762,0.829,93.953,0
29/01/2021,Lelu,175214,0.738,0.618,4,-5.661,0.0333,0.0976,6.42E-06,0.102,0.354,103.974,0
05/03/2021,Bonsaipuu,220635,0.586,0.789,1,-5.866,0.0333,0.294,6.62E-05,0.484,0.927,152.114,0
29/01/2021,Nuori Edelmann,145984,0.625,0.574,7,-8.086,0.135,0.295,0.000213,0.0913,0.489,171.999,0
19/03/2021,Märkylii,174552,0.522,0.84,5,-6.509,0.0495,0.126,0,0.125,0.686,199.997,0
26/03/2021,Hard To Love,175748,0.681,0.712,0,-5.57,0.0389,0.000797,0,0.222,0.57,118.096,0
26/03/2021,Keväät,199992,0.461,0.734,6,-5.124,0.135,0.247,5.35E-06,0.0767,0.688,99.992,0
02/04/2021,Anyone,190779,0.686,0.538,2,-8.026,0.0345,0.181,3.13E-06,0.113,0.584,115.884,0
02/04/2021,Intentions - Acoustic,160612,0.715,0.411,9,-6.657,0.0337,0.594,0,0.0903,0.799,73.994,0
02/04/2021,Be Alright,189653,0.803,0.356,5,-9.026,0.0326,0.589,0,0.16,0.739,106.95,0
09/04/2021,Life Is Worth Living,234787,0.558,0.296,10,-9.18,0.0426,0.907,0,0.108,0.463,76.04,0
09/04/2021,Yummy,208520,0.677,0.506,9,-6.652,0.0964,0.345,0,0.118,0.497,145.843,0
08/04/2021,WEST SIDE BABY,224681,0.744,0.461,6,-5.371,0.421,0.046,0,0.0913,0.455,93.961,0
12/02/2021,Taipumaton,195225,0.613,0.73,8,-7.856,0.0439,0.199,0,0.183,0.495,109.998,0
05/03/2021,Ghost,87625,0.824,0.658,11,-8.712,0.429,0.146,3.85E-06,0.062,0.524,162.031,1
26/03/2021,Sun Puolella (SuomiLOVE),194996,0.42,0.691,1,-6.829,0.394,0.138,0,0.159,0.551,77.525,0
19/03/2021,Viimeinen elämä,200475,0.649,0.618,4,-6.927,0.0265,0.0486,0,0.0397,0.407,120.981,0
17/02/2021,Kipee,186886,0.677,0.434,7,-7.862,0.0272,0.302,0,0.097,0.465,127.842,0
12/02/2021,Zen,190867,0.691,0.587,5,-7.142,0.14,0.416,1.65E-06,0.146,0.419,86.014,0
02/04/2021,Pieni ja hento ote (SuomiLOVE),236393,0.548,0.431,11,-7.621,0.0318,0.068,2.48E-06,0.147,0.396,116.044,0
02/04/2021,En Antaudu,145847,0.809,0.661,1,-6.602,0.203,0.0281,0,0.285,0.178,129.936,0
26/03/2021,Elokuu,180451,0.714,0.662,2,-6.184,0.0451,0.0962,1.11E-06,0.209,0.426,133.067,0
02/04/2021,Crunch Time,109530,0.679,0.875,1,-5.157,0.343,0.00396,0,0.0905,0.466,149.154,1
15/01/2021,e,205357,0.924,0.438,7,-12.882,0.0563,0.0132,5.20E-06,0.15,0.503,121.94,1
12/02/2021,Tilanne pääl,185253,0.928,0.653,1,-6.971,0.257,0.437,0,0.122,0.585,99.987,0
22/01/2021,Kaks toisillemme hellää,200537,0.615,0.576,1,-7.341,0.0311,0.0613,7.86E-05,0.21,0.178,115.868,0
22/01/2021,Kolme hyvää vinkkiä,231456,0.515,0.674,0,-7.069,0.0277,0.0172,1.62E-05,0.347,0.28,87.95,0
02/04/2021,Kaikki joiden jäljet säästin,226817,0.712,0.546,3,-5.935,0.0315,0.11,0,0.11,0.414,116.058,0
12/03/2021,Hei Rose,227857,0.611,0.785,5,-6.045,0.0263,0.258,2.03E-06,0.321,0.589,104.983,0
19/03/2021,Todennäköisyys,190608,0.738,0.629,5,-8.093,0.0524,0.16,0.000229,0.0762,0.829,93.953,0
26/02/2021,Happi loppuu,209783,0.719,0.633,0,-6.56,0.0344,0.604,0,0.0992,0.23,105.951,0
12/03/2021,Huominen (feat. Mik & Marzi Nyman),236771,0.694,0.715,10,-5.883,0.159,0.111,0.000196,0.366,0.675,96.041,0
19/02/2021,Bisnes,159069,0.81,0.702,7,-8.164,0.0959,0.053,0.0257,0.0754,0.912,128.02,0
12/03/2021,Museo,166820,0.549,0.662,1,-4.796,0.0696,0.154,0,0.101,0.386,166.096,0
19/02/2021,Kipee,186886,0.677,0.434,7,-7.862,0.0272,0.302,0,0.097,0.465,127.842,0
19/02/2021,Peace,177439,0.637,0.808,1,-3.942,0.0272,0.00901,1.36E-05,0.164,0.383,149.995,0
02/04/2021,Ihasama,103961,0.805,0.726,7,-5.428,0.0789,0.00499,0.000262,0.115,0.159,157.054,1
19/03/2021,Don Quijote,174605,0.631,0.891,9,-4.844,0.143,0.0148,0,0.17,0.733,157.938,0
01/01/2021,Treenaa,181723,0.758,0.717,1,-7.541,0.0757,0.118,0,0.111,0.842,127.997,0
02/04/2021,Yonas,158887,0.793,0.844,0,-5.483,0.154,0.00252,0,0.125,0.635,144.924,1
05/02/2021,ihana,156253,0.713,0.706,6,-6.29,0.0837,0.0819,3.37E-05,0.334,0.761,97.033,0
02/04/2021,Nyt,149222,0.453,0.672,7,-6.174,0.19,0.017,0.00055,0.507,0.339,89.922,1
02/04/2021,Uus Sydän,132247,0.7,0.727,0,-5.245,0.0597,0.037,2.53E-06,0.146,0.408,146.963,1
02/04/2021,"Aha, Okei!",151946,0.695,0.9,3,-4.68,0.0908,0.00445,0,0.16,0.565,139.05,0
29/01/2021,Kredi (feat. NCO),171467,0.851,0.615,1,-4.804,0.0432,0.00198,4.93E-05,0.0819,0.526,108.001,0
02/04/2021,Pitäkää Kii!,210781,0.752,0.692,9,-6.603,0.0413,0.0669,0,0.104,0.0583,130.087,0
02/04/2021,Enempää,112457,0.852,0.679,9,-6.218,0.0565,0.0079,7.28E-05,0.0964,0.0949,119.953,0
02/04/2021,e,205431,0.902,0.547,7,-9.106,0.0602,0.00461,1.05E-05,0.124,0.415,121.902,1
02/04/2021,Thot!,113852,0.691,0.808,10,-5.825,0.0874,0.0222,0,0.123,0.768,155.835,1
02/04/2021,LA CANCIÓN,242573,0.756,0.646,7,-5.795,0.319,0.152,1.81E-05,0.108,0.429,176.088,0
02/04/2021,No Es Justo,251267,0.811,0.812,7,-4.47,0.0635,0.151,0.000362,0.152,0.689,87.98,0
02/04/2021,En Mí,195587,0.819,0.55,5,-7.807,0.0696,0.183,7.14E-06,0.32,0.853,108.978,0
19/02/2021,Henki,199874,0.401,0.73,6,-5.658,0.118,0.129,1.59E-06,0.122,0.332,80.421,0
09/04/2021,Fever,183652,0.811,0.619,6,-7.216,0.144,0.0313,0.00105,0.0939,0.653,115.007,0
02/04/2021,Moncler,203588,0.766,0.601,5,-8.889,0.061,0.0384,8.90E-06,0.151,0.18,91.044,0
19/02/2021,Treenaa,181723,0.758,0.717,1,-7.541,0.0757,0.118,0,0.111,0.842,127.997,0
26/02/2021,Hyvää yötä,243313,0.559,0.325,9,-10.194,0.027,0.381,0,0.153,0.228,109.987,0
09/04/2021,Häpeä,203920,0.509,0.879,0,-4.72,0.0509,0.032,0,0.489,0.755,172.038,0
19/03/2021,Baby,171794,0.659,0.6,6,-6.433,0.0317,0.59,0,0.257,0.571,89.992,0
12/02/2021,Ruuhka,190107,0.654,0.721,8,-8.151,0.138,0.349,1.47E-05,0.269,0.543,91.926,0
12/02/2021,Oulunkyläst ikuisuuteen,211960,0.698,0.723,5,-7.512,0.185,0.51,0,0.22,0.664,90.012,0
02/03/2021,Lahest,252649,0.721,0.824,9,-4.404,0.322,0.222,0,0.184,0.585,95.773,0
09/04/2021,Prinsessa,174878,0.534,0.661,8,-5.991,0.0792,0.0589,0,0.394,0.437,159.826,0
26/03/2021,"Valot (feat. Juno, LEO & Väinöväinö)",202190,0.62,0.573,9,-6.644,0.0321,0.0269,1.27E-06,0.411,0.413,114.941,0
22/01/2021,Ota syliin ja suutele mua,227732,0.368,0.785,0,-6.385,0.0466,0.0044,0,0.204,0.476,152.027,0
02/04/2021,ROCKSTAR,181733,0.746,0.69,11,-7.956,0.164,0.247,0,0.101,0.497,89.979,1
09/04/2021,BOP,159715,0.77,0.786,11,-3.909,0.368,0.189,0,0.129,0.837,126.764,1
12/02/2021,Disko,173747,0.913,0.915,1,-6.788,0.148,0.142,0.00178,0.0478,0.891,144.004,0
09/04/2021,Niinku koko ajan,213996,0.576,0.612,2,-6.576,0.0462,0.538,0,0.199,0.457,148.072,0
05/03/2021,Sekunti,174545,0.707,0.493,5,-10.764,0.0475,0.00943,0,0.118,0.349,153.968,0
09/04/2021,The Royal Guard,277579,0.448,0.974,2,-4.433,0.0844,0.00454,6.81E-06,0.186,0.156,138.032,0
19/02/2021,Namu,180074,0.662,0.734,7,-7.322,0.0429,0.0632,0,0.242,0.588,123.996,0
26/03/2021,Kaarnalaivat,245902,0.562,0.712,5,-6.904,0.028,0.104,0,0.404,0.37,95.013,0
05/03/2021,Ylöspäin,202803,0.59,0.626,0,-7.735,0.0347,0.248,0,0.131,0.393,120.024,0
22/01/2021,Tähän matkaan tarvitaan kaksi,225985,0.541,0.598,9,-6.66,0.0284,0.0208,0,0.107,0.38,107.842,0
09/04/2021,Errbody,210699,0.887,0.606,2,-6.572,0.324,0.000407,0,0.151,0.272,139.995,1
31/03/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
02/04/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
09/04/2021,Dior,216387,0.548,0.805,7,-5.732,0.351,0.212,0.000405,0.408,0.649,142.096,1
31/03/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
02/04/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
02/04/2021,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0.382,0.655,1.64E-06,0.134,0.56,83.917,1
18/01/2021,Black Hole,200524,0.878,0.64,0,-5.641,0.0591,0.142,0,0.0981,0.658,124.069,0
19/03/2021,Kiitollinen (feat. Sexmane),184800,0.62,0.643,7,-5.808,0.459,0.105,0,0.135,0.581,99.544,0
12/02/2021,Kuvittele meidät siellä,190013,0.821,0.665,1,-6.822,0.182,0.131,7.19E-06,0.131,0.38,99.986,0
26/03/2021,Sukupolvien unelma ft. Repliikki (Huuhkajat EM-2021),222333,0.675,0.703,2,-7.123,0.0413,0.483,3.00E-05,0.0957,0.616,129.995,0
09/04/2021,SAD!,166606,0.74,0.613,8,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,1
29/01/2021,Waving At Cars,159245,0.775,0.673,5,-7.704,0.0423,0.218,0,0.074,0.71,120.056,0
02/04/2021,The Ways,238893,0.727,0.719,11,-5.856,0.049,0.0622,1.16E-06,0.229,0.589,140.08,1
02/04/2021,Ei uusii frendei,160385,0.643,0.462,5,-8.586,0.201,0.519,0,0.115,0.674,156.017,0
19/02/2021,Tärkeintä on voittaa,174785,0.763,0.95,7,-6.061,0.0947,0.197,0.00141,0.279,0.795,127.905,0
01/02/2021,Enkelten kaupunki,208104,0.44,0.667,8,-6.943,0.0532,0.203,0,0.21,0.537,173.916,0
12/03/2021,Paholainen,200312,0.663,0.633,7,-5.595,0.0371,0.561,0,0.0879,0.56,96.067,0
19/03/2021,Minä ja mun ajatukset,177858,0.703,0.68,6,-6.966,0.0511,0.498,0.00145,0.135,0.596,100.112,0
12/02/2021,Nosta mut ilmaan,229187,0.66,0.847,8,-7.628,0.0269,0.0171,0.0295,0.115,0.777,100.007,0
31/03/2021,Love Yourself,232627,0.759,0.401,4,-8.999,0.259,0.86,0,0.299,0.576,100.126,0
06/04/2021,Love Yourself,232627,0.759,0.401,4,-8.999,0.259,0.86,0,0.299,0.576,100.126,0
07/04/2021,Peaches,198082,0.677,0.696,0,-6.181,0.119,0.321,0,0.42,0.464,90.03,1
31/03/2021,Baby,216613,0.731,0.842,5,-5.358,0.113,0.0457,0,0.0988,0.473,65.027,0
02/04/2021,Sorry,200787,0.679,0.748,0,-3.624,0.0385,0.0878,0,0.299,0.438,100.035,0
02/04/2021,What Do You Mean?,208543,0.832,0.631,5,-6.19,0.0736,0.585,0.000892,0.0838,0.836,125.038,0
31/03/2021,Boyfriend,173360,0.716,0.547,10,-6.059,0.0507,0.0344,0.00184,0.0931,0.362,96.977,0
31/03/2021,What Do You Mean?,208543,0.832,0.631,5,-6.19,0.0736,0.585,0.000892,0.0838,0.836,125.038,0
02/04/2021,Baby,216613,0.731,0.842,5,-5.358,0.113,0.0457,0,0.0988,0.473,65.027,0
02/04/2021,Anyone,190779,0.686,0.538,2,-8.026,0.0345,0.181,3.13E-06,0.113,0.584,115.884,0
01/04/2021,Sorry,200787,0.679,0.748,0,-3.624,0.0385,0.0878,0,0.299,0.438,100.035,0
06/04/2021,What Do You Mean?,208543,0.832,0.631,5,-6.19,0.0736,0.585,0.000892,0.0838,0.836,125.038,0
02/04/2021,Lonely,149190,0.619,0.241,11,-7.102,0.046,0.9,0,0.116,0.0719,79.461,1
02/04/2021,Yummy,208520,0.677,0.506,9,-6.652,0.0964,0.345,0,0.118,0.497,145.843,0
07/04/2021,Sorry,200787,0.679,0.748,0,-3.624,0.0385,0.0878,0,0.299,0.438,100.035,0
02/04/2021,Hold On,170813,0.658,0.634,1,-5.797,0.0413,0.0106,0,0.132,0.29,139.98,0
02/04/2021,Lonely,149190,0.619,0.241,11,-7.102,0.046,0.9,0,0.116,0.0719,79.461,1
02/04/2021,Hold On,170813,0.658,0.634,1,-5.797,0.0413,0.0106,0,0.132,0.29,139.98,0
01/04/2021,Hold On,170813,0.658,0.634,1,-5.797,0.0413,0.0106,0,0.132,0.29,139.98,0
02/04/2021,One Time,215587,0.69,0.856,1,-2.549,0.0376,0.0689,7.82E-05,0.0761,0.74,145.966,0
31/03/2021,Love Yourself,232627,0.759,0.401,4,-8.999,0.259,0.86,0,0.299,0.576,100.126,0
02/04/2021,Anyone,190779,0.686,0.538,2,-8.026,0.0345,0.181,3.13E-06,0.113,0.584,115.884,0
31/03/2021,Hold On,170813,0.658,0.634,1,-5.797,0.0413,0.0106,0,0.132,0.29,139.98,0
31/03/2021,Hold On,170813,0.658,0.634,1,-5.797,0.0413,0.0106,0,0.132,0.29,139.98,0
02/04/2021,Come Around Me,200773,0.648,0.681,2,-8.389,0.0379,0.263,0.00761,0.0971,0.766,157.944,0
02/04/2021,What Do You Mean?,208543,0.832,0.631,5,-6.19,0.0736,0.585,0.000892,0.0838,0.836,125.038,0
